Survey,Season,Year,Tow_Number,Region,Depth_Stratum,Grid,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Start_Date,Tow_Time,Start_Depth_fathoms,End_Depth_fathoms,Tow_Type,Tow_LengthNM,Air_Temp,Bottom_WaterTemp_DegC,Bottom_Salinity,Surface_WaterTemp_DegC,Surface_Salinity
FL01,Fall,2001,6,1,3,411,43.0037,-70.467,43.0154,-70.4575,2001-09-25T10:31:00Z,0:21,51,51,R,0.82,,,,,
FL01,Fall,2001,7,1,1,170,43.3037,-70.5095,43.2909,-70.5149,2001-09-26T07:25:00Z,0:20,17.1,19,R,0.82,,,,,
FL01,Fall,2001,10,1,3,454,42.9543,-70.4738,42.9613,-70.4593,2001-09-26T15:27:00Z,0:21,52.5,54.6,RA,0.76,,,,,
FL01,Fall,2001,11,1,3,468,42.9383,-70.5113,42.9525,-70.5003,2001-09-26T16:48:00Z,0:18,47,48.2,R,0.99,,,,,
FL01,Fall,2001,12,1,3,123,43.3666,-70.1938,43.3713,-70.2094,2001-09-27T09:32:00Z,0:20,55,55,R,0.75,,,,,
FL01,Fall,2001,14,1,3,71,43.4205,-70.2323,43.4335,-70.2187,2001-09-27T13:18:00Z,0:20,47,46,R,0.99,,,,,
FL01,Fall,2001,16,1,1,5,43.5317,-70.2805,43.534,-70.2638,2001-09-28T09:23:00Z,0:20,12.3,13.8,R,0.77,,,,,
FL01,Fall,2001,17,1,2,35,43.4705,-70.2679,43.4791,-70.2738,2001-09-28T11:06:00Z,0:15,25,23,R,0.6,,,,,
FL01,Fall,2001,18,2,2,367,43.6681,-69.9757,43.6494,-69.9806,2001-10-01T09:39:00Z,0:20,29.1,31.6,NA,1.16,,,,,
FL01,Fall,2001,21,2,3,484,43.5904,-69.9334,43.5929,-69.9513,2001-10-02T08:48:00Z,0:21,48.6,49.2,R,0.83,,,,,
FL01,Fall,2001,22,2,3,461,43.6036,-69.9005,43.5912,-69.9077,2001-10-02T10:23:00Z,0:21,47,48,R,0.84,,,,,
FL01,Fall,2001,25,2,2,266,43.7095,-69.7206,43.7011,-69.7306,2001-10-02T16:04:00Z,0:17,25.2,25.5,RA,0.67,,,,,
FL01,Fall,2001,26,2,2,131,43.7803,-69.6945,43.7663,-69.6975,2001-10-03T07:21:00Z,0:22,27.1,28.9,R,0.88,,,,,
FL01,Fall,2001,27,2,1,336,43.6705,-69.8552,43.683,-69.8464,2001-10-03T10:01:00Z,0:20,16,,R,0.88,,,,,
FL01,Fall,2001,28,2,1,335,43.6736,-69.872,43.6799,-69.8859,2001-10-03T11:40:00Z,0:20,14.6,15,R,0.76,,,,,
FL01,Fall,2001,29,2,1,264,43.6963,-69.7634,43.7087,-69.7678,2001-10-03T13:48:00Z,0:20,18.5,11,R,0.8,,,,,
FL01,Fall,2001,32,2,3,236,43.7113,-69.5309,43.7212,-69.5174,2001-10-04T10:32:00Z,0:20,57,62,R,0.87,,,,,
FL01,Fall,2001,33,2,3,199,43.7344,-69.505,43.7511,-69.5043,2001-10-04T12:32:00Z,0:22,59,59,R,1.01,,,,,
FL01,Fall,2001,34,2,3,240,43.7227,-69.4074,43.7106,-69.4188,2001-10-05T09:13:00Z,0:21,51.6,52.1,R,0.93,,,,,
FL01,Fall,2001,36,2,1,41,43.8566,-69.5279,43.8426,-69.5265,2001-10-05T12:55:00Z,0:20,15.9,24.9,R,0.87,,,,,
FL01,Fall,2001,38,3,3,497,43.7979,-69.1223,43.8141,-69.1136,2001-10-08T11:20:00Z,0:22,50.3,41.8,RA,1.05,,9.3,32.88,11.7,32.32
FL01,Fall,2001,39,3,3,570,43.759,-69.1287,43.7474,-69.134,2001-10-08T14:22:00Z,0:15,51.2,48.5,RA,0.74,,,,,
FL01,Fall,2001,40,3,2,4,44.3371,-68.8314,44.323,-68.8346,2001-10-09T08:46:00Z,0:20,26.9,23.6,RA,0.91,,12.1,32.33,12.3,30.38
FL01,Fall,2001,43,3,3,501,43.7972,-69.0426,43.8105,-69.0345,2001-10-10T08:34:00Z,0:20,42.7,39.2,R,0.91,,9.8,32.8,11.3,32.37
FL01,Fall,2001,44,3,3,836,43.6149,-68.9355,43.6022,-68.9472,2001-10-10T12:06:00Z,0:20,66.7,69.3,R,0.93,,9,33.05,11.1,32.59
FL01,Fall,2001,45,3,3,564,43.7826,-68.7055,43.7738,-68.7163,2001-10-10T15:15:00Z,0:19,56.9,,NA,0.73,,8.9,33.1,11,32.65
FL01,Fall,2001,46,3,1,143,44.0998,-68.7686,44.1128,-68.7768,2001-10-11T08:29:00Z,0:20,14.5,13.4,RA,0.89,,,,,
FL01,Fall,2001,47,3,1,96,44.1602,-68.7868,44.1707,-68.7985,2001-10-11T11:38:00Z,0:19,8.6,7.6,R,0.84,,,,,
FL01,Fall,2001,51,3,3,338,43.9202,-68.6329,43.9221,-68.6544,2001-10-12T11:00:00Z,0:20,47,50.4,R,0.95,,,,,
FL01,Fall,2001,53,4,3,575,43.9442,-68.4451,43.928,-68.4459,2001-10-15T10:22:00Z,0:20,55.3,58.4,RA,0.97,,9.3,32.99,10.7,32.65
FL01,Fall,2001,55,4,1,100,44.2811,-68.5209,44.271,-68.5029,2001-10-16T07:35:00Z,0:20,17.3,16.2,R,1.02,,12.5,32.27,12.8,32.02
FL01,Fall,2001,56,4,1,58,44.3311,-68.5485,44.3169,-68.547,2001-10-16T08:56:00Z,0:20,17.3,17.4,RA,0.88,,12.4,31.67,12.8,31.43
FL01,Fall,2001,57,4,1,31,44.3642,-68.4875,44.3756,-68.4942,2001-10-16T10:31:00Z,0:16,12,12,RA,0.88,,,,,
FL01,Fall,2001,59,4,1,2,44.4582,-68.2236,44.466,-68.2062,2001-10-18T08:44:00Z,0:21,11.5,10.3,RA,0.92,,11.5,32.49,11.7,32.42
FL01,Fall,2001,60,4,2,7,44.4315,-68.1975,44.4426,-68.1813,2001-10-18T10:02:00Z,0:21,26.7,23.1,R,0.95,,11.5,32.49,11.6,32.74
FL01,Fall,2001,62,4,2,55,44.3501,-68.1125,44.336,-68.11,2001-10-19T11:26:00Z,0:20,32.4,31.9,R,0.88,,10.7,32.64,11.1,32.56
FL01,Fall,2001,63,4,3,482,44.0262,-68.2184,44.0381,-68.209,2001-10-19T15:22:00Z,0:20,55.7,56.1,R,0.86,,9.3,33.1,10.7,32.63
FL01,Fall,2001,64,4,3,479,44.0251,-68.3019,44.0302,-68.2818,2001-10-19T16:53:00Z,0:23,51.5,52.1,R,0.92,,9.2,33.08,10.9,32.6
FL01,Fall,2001,65,4,3,438,44.0543,-68.1338,44.069,-68.1205,2001-10-20T08:31:00Z,0:20,56,55,R,1.07,,9,33.29,10.6,32.64
FL01,Fall,2001,66,4,3,613,44.0565,-68.0511,44.0482,-68.0664,2001-10-20T10:17:00Z,0:20,62.6,60.8,NA,0.85,,9,33.23,10.6,32.64
FL01,Fall,2001,67,4,3,300,44.1381,-67.945,44.1276,-67.9591,2001-10-20T12:14:00Z,0:20,55.1,56.3,R,0.9,,9.4,33.06,10.7,32.6
FL01,Fall,2001,68,4,3,268,44.1456,-68.0246,44.1454,-68.0053,2001-10-20T13:33:00Z,0:21,49.9,53.2,R,0.86,,9.3,33.09,10.7,32.61
FL01,Fall,2001,70,5,3,606,44.2493,-67.9102,44.242,-67.9277,2001-10-22T08:42:00Z,0:21,38,37.5,RA,0.89,,,,,
FL01,Fall,2001,71,5,3,681,44.3003,-67.4955,44.2902,-67.5155,2001-10-23T08:00:00Z,0:20,62.5,54.9,NA,1.08,,,,,
FL01,Fall,2001,73,5,3,540,44.3187,-67.7258,44.3124,-67.7062,2001-10-23T11:01:00Z,0:20,44,45.4,R,0.96,,,,,
FL01,Fall,2001,74,5,3,423,44.4014,-67.0811,44.3965,-67.0991,2001-10-25T11:00:00Z,0:20,68.9,72.7,RA,0.88,,,,,
FL01,Fall,2001,75,5,3,389,44.4016,-67.0365,44.3866,-67.0399,2001-10-25T12:12:00Z,0:22,63.5,71,RA,0.96,,,,,
SP02,Spring,2002,1,1,1,529,42.865,-70.7443,42.8762,-70.7365,2002-05-06T10:14:00Z,0:20,19.8,20.2,R,0.77,,5.5,32.3,7.6,30.13
SP02,Spring,2002,2,1,2,532,42.8828,-70.6586,42.8736,-70.6731,2002-05-06T11:43:00Z,0:23,35,33.1,R,0.86,,5.1,32.55,9,29.79
SP02,Spring,2002,3,1,2,495,42.9117,-70.6452,42.9036,-70.659,2002-05-06T13:23:00Z,0:20,31.6,31.1,R,0.81,,5.2,32.48,8.6,30.37
SP02,Spring,2002,5,1,1,417,42.9909,-70.6433,42.9807,-70.6527,2002-05-07T08:35:00Z,0:20,12,14.6,NA,0.76,,5.6,32.18,7.3,30.61
SP02,Spring,2002,6,1,3,451,42.9724,-70.5153,42.9613,-70.5207,2002-05-07T11:54:00Z,0:20,47.1,46.4,RA,0.73,,5,32.61,8.2,30.47
SP02,Spring,2002,7,1,3,424,43.0012,-70.4813,43.0118,-70.4691,2002-05-07T14:20:00Z,0:21,49.8,49.8,R,0.86,,5,32.55,8.2,30.74
SP02,Spring,2002,8,1,3,396,43.0351,-70.4575,43.0454,-70.4447,2002-05-07T16:07:00Z,0:20,51,50,R,0.88,,5,32.56,7.6,30.77
SP02,Spring,2002,10,1,3,282,43.1678,-70.3204,43.1732,-70.3352,2002-05-08T11:28:00Z,0:20,60,54.7,R,0.75,,5,32.71,7.4,31.35
SP02,Spring,2002,12,1,1,246,43.2111,-70.554,43.2005,-70.5479,2002-05-08T16:06:00Z,0:20,17,19.4,RA,0.64,,5.6,32.29,8.3,31.24
SP02,Spring,2002,13,1,3,110,43.3955,-70.1981,43.3833,-70.1907,2002-05-09T12:24:00Z,0:20,56,54.1,R,0.83,,5,32.71,,
SP02,Spring,2002,16,1,1,21,43.4998,-70.3337,43.491,-70.3392,2002-05-09T18:10:00Z,0:19,10,9,R,0.62,,5.6,32.23,8.3,31.24
SP02,Spring,2002,18,1,2,38,43.4841,-70.2079,43.485,-70.1955,2002-05-10T09:40:00Z,0:20,36,35,NA,0.58,,5.2,32.48,,
SP02,Spring,2002,19,1,1,45,43.4723,-70.3229,43.4649,-70.3139,2002-05-10T11:37:00Z,0:20,18,20,RA,0.66,,5.8,31.78,,
SP02,Spring,2002,21,2,2,363,43.655,-70.0561,43.6609,-70.0596,2002-05-13T11:12:00Z,0:13,21,29.4,R,0.5,,5.3,32.02,8.1,30.6
SP02,Spring,2002,22,2,1,362,43.6514,-70.0929,43.659,-70.0836,2002-05-13T12:44:00Z,0:20,20,19,NA,0.63,,6.8,31.43,7.1,31.25
SP02,Spring,2002,23,2,1,126,43.775,-70.0681,43.7652,-70.0772,2002-05-15T08:04:00Z,0:21,6.2,9.3,R,0.74,,7.8,30.95,8.5,28.91
SP02,Spring,2002,24,2,2,331,43.6582,-69.9749,43.6693,-69.97,2002-05-15T10:22:00Z,0:20,29.4,28,NA,0.75,,6.1,31.74,7,30.78
SP02,Spring,2002,25,2,3,484,43.5806,-69.9552,43.5834,-69.9399,2002-05-15T12:36:00Z,0:20,52.2,52,R,0.73,,5,32.27,7,30.91
SP02,Spring,2002,29,2,3,440,43.6274,-69.757,43.6184,-69.7483,2002-05-16T07:59:00Z,0:20,47.1,48.3,R,0.69,,5,32.2,6.9,30.61
SP02,Spring,2002,30,2,3,307,43.6885,-69.6821,43.6992,-69.6835,2002-05-16T11:12:00Z,0:20,40,38,RA,0.68,,5.3,32,7.4,28.49
SP02,Spring,2002,31,2,1,256,43.7061,-69.9497,43.703,-69.9401,2002-05-16T13:53:00Z,0:16,20.3,20.1,R,0.51,,6,31.79,7,31.13
SP02,Spring,2002,32,2,1,219,43.7214,-69.9113,43.7105,-69.9178,2002-05-16T15:21:00Z,0:20,13,13.2,R,0.77,,6.3,31.7,7,31.13
SP02,Spring,2002,33,2,2,84,43.8002,-69.6948,43.7894,-69.6934,2002-05-16T18:53:00Z,0:20,23,26,R,0.7,,5.8,31.78,7.3,29.57
SP02,Spring,2002,35,2,1,159,43.7499,-69.7386,43.7606,-69.7334,2002-05-17T09:57:00Z,0:20,7,8.6,R,0.72,,6.7,31.45,7.1,30.69
SP02,Spring,2002,36,2,3,206,43.7358,-69.3396,43.7475,-69.3437,2002-05-17T13:42:00Z,0:20,52.2,60.8,RA,0.75,,4.9,32.39,7.3,31.57
SP02,Spring,2002,37,2,2,59,43.845,-69.4056,43.8338,-69.4055,2002-05-17T15:37:00Z,0:20,31.4,32.7,R,0.72,,5.1,32.14,7.7,31.37
SP02,Spring,2002,39,2,2,50,43.8605,-69.2717,43.8526,-69.2838,2002-05-21T08:34:00Z,0:20,36.1,31,RA,0.73,,5,31.74,7.2,31.1
SP02,Spring,2002,40,3,3,546,43.77133,-69.1104,43.7806,-69.11133,2002-05-21T13:08:00Z,0:16,46,48.3,R,0.58,,5,32.52,7.7,31.09
SP02,Spring,2002,42,3,1,291,43.9346,-69.12515,43.9397,-69.11858,2002-05-21T18:30:00Z,0:15,20,21,R,0.44,,6.1,31.54,7.7,30.73
SP02,Spring,2002,43,3,2,102,44.14593,-69.0327,44.15613,-69.02402,2002-05-22T07:30:00Z,0:20,24,26,R,0.74,,5.4,31.34,8.1,28.71
SP02,Spring,2002,44,3,1,56,44.21067,-68.92563,44.22212,-68.91718,2002-05-22T09:10:00Z,0:20,22,20,R,0.82,,5.7,31.39,8.3,27.7
SP02,Spring,2002,46,3,1,27,44.275,-68.7734,44.2638,-68.76843,2002-05-22T12:32:00Z,0:20,16,14,R,0.76,,5.9,31.19,9.1,29.23
SP02,Spring,2002,47,3,2,4,44.33012,-68.83423,44.32057,-68.8444,2002-05-22T13:57:00Z,0:20,22,25,R,0.79,,5.7,31.31,9.7,24.5
SP02,Spring,2002,48,3,2,53,44.22883,-68.9862,44.23838,-68.98005,2002-05-22T17:03:00Z,0:16,28.9,27.3,NA,0.66,,5.6,31.38,9.1,28.51
SP02,Spring,2002,50,3,2,446,43.8363,-69.11195,43.84823,-69.10887,2002-05-23T10:08:00Z,0:20,37.7,34,RA,0.47,,5.3,32.11,7.3,31.29
SP02,Spring,2002,51,3,3,382,43.8887,-68.7906,43.88208,-68.80375,2002-05-23T13:42:00Z,0:20,50,44.5,RA,0.73,,5.8,32.13,8.1,31.18
SP02,Spring,2002,54,3,3,333,43.91812,-68.77043,43.9243,-68.75625,2002-05-25T10:14:00Z,0:19,57,51,RA,0.75,,5.7,32.23,6.9,31.54
SP02,Spring,2002,55,3,3,259,43.9794,-68.71423,43.9742,-68.70775,2002-05-25T11:51:00Z,0:15,42.6,44.3,R,0.45,,5.7,32.35,7.5,31.66
SP02,Spring,2002,57,3,1,86,44.18628,-68.73725,44.1778,-68.737,2002-05-25T15:42:00Z,0:18,12,11,R,0.56,,7,31.02,7.9,30.55
SP02,Spring,2002,59,4,1,309,44.12443,-68.4795,44.1306,-68.4848,2002-05-27T10:26:00Z,0:14,13,10,NA,0.5,,7.1,31.81,7.8,31.67
SP02,Spring,2002,61,4,3,580,43.92093,-68.58272,43.93025,-68.59383,2002-05-28T07:27:00Z,0:20,50.6,47,R,0.78,,5.7,32.43,7.9,31.84
SP02,Spring,2002,62,4,3,543,43.96745,-68.3725,43.95907,-68.38753,2002-05-28T10:22:00Z,0:20,54.4,57,R,0.89,,6.4,32.8,8.6,32.27
SP02,Spring,2002,63,4,3,495,44.00093,-68.46567,44.00567,-68.4844,2002-05-28T12:21:00Z,0:20,46.9,46,R,0.9,,6.2,32.47,8.4,32.07
SP02,Spring,2002,64,4,3,456,44.04493,-68.30957,44.0369,-68.32403,2002-05-28T14:35:00Z,0:20,49,46,R,0.85,,6.3,32.51,8,32.02
SP02,Spring,2002,65,4,1,31,44.36998,-68.48268,44.3827,-68.4901,2002-05-29T10:25:00Z,0:20,16.3,14.3,NA,0.88,,7.3,30.83,7.4,25.8
SP02,Spring,2002,66,4,2,42,44.3434,-68.47925,44.35722,-68.48013,2002-05-29T11:26:00Z,0:20,25.2,21,RA,0.89,,7.4,31.42,10.1,30.6
SP02,Spring,2002,69,4,3,511,44.00628,-68.09,43.9984,-68.09853,2002-05-30T08:02:00Z,0:20,60,63,RA,0.61,,6.4,32.58,7.5,32.15
SP02,Spring,2002,70,4,3,383,44.09012,-68.10523,44.09717,-68.09197,2002-05-30T09:57:00Z,0:20,56,53,R,0.76,,6.4,32.58,7.6,31.92
SP02,Spring,2002,71,4,3,215,44.18278,-68.04438,44.19093,-68.03017,2002-05-30T13:18:00Z,0:20,46.6,46,R,0.81,,6.8,32.1,6.6,32.03
SP02,Spring,2002,74,4,1,28,44.38457,-68.11767,44.39563,-68.11335,2002-05-31T11:48:00Z,0:19,18.9,17.4,R,0.73,,7.6,31.84,8.2,31.8
SP02,Spring,2002,75,4,2,7,44.43242,-68.195,44.44012,-68.18243,2002-05-31T13:11:00Z,0:20,25,23.1,R,0.75,,6.6,31.84,9.8,31.52
SP02,Spring,2002,78,5,3,620,44.23587,-67.79763,44.24358,-67.78245,2002-06-03T13:41:00Z,0:20,48.8,47.9,R,0.82,,6.6,32.71,7.5,32.26
SP02,Spring,2002,81,5,1,297,44.45833,-67.65018,44.44872,-67.65777,2002-06-04T09:27:00Z,0:15,19.6,21.6,R,0.69,,6.9,32.11,8,32
SP02,Spring,2002,82,5,2,398,44.40232,-67.7299,44.38967,-67.7332,2002-06-04T11:00:00Z,0:20,26,27.4,R,0.82,,6.8,32.14,8.3,31.97
SP02,Spring,2002,83,5,2,437,44.37078,-67.67887,44.38162,-67.67017,2002-06-04T12:51:00Z,0:20,32,29.7,RA,0.78,,6.8,32.17,8.1,32.05
SP02,Spring,2002,84,5,3,301,44.435,-67.53027,44.4468,-67.5233,2002-06-04T15:00:00Z,0:20,42.5,40.6,RA,0.8,,6.6,32.31,7.5,32.02
SP02,Spring,2002,86,5,2,180,44.54577,-67.33492,44.53553,-67.3289,2002-06-05T09:47:00Z,0:18,33.5,33.1,RA,0.76,,6.6,32.21,6.9,32.07
SP02,Spring,2002,87,5,3,37,44.69982,-67.04305,44.70807,-67.03103,2002-06-06T08:07:00Z,0:20,45.6,46.9,R,0.76,,6.6,32.01,6.6,31.95
SP02,Spring,2002,88,5,3,25,44.75112,-66.93453,44.7338,-66.94313,2002-06-06T11:03:00Z,0:20,51.9,56.3,NA,1.19,,6.4,32.04,6.7,31.94
SP02,Spring,2002,90,5,3,39,44.71083,-66.9841,44.70175,-66.99417,2002-06-06T13:59:00Z,0:18,42.5,43.8,R,0.76,,6.4,32.03,6.4,32.02
SP02,Spring,2002,91,5,3,92,44.62145,-67.09818,44.62928,-67.08553,2002-06-06T15:41:00Z,0:16,47.5,45.8,R,0.79,,6.5,32.02,6.7,31.98
SP02,Spring,2002,92,5,3,220,44.5014,-67.3961,44.51063,-67.38413,2002-06-07T07:41:00Z,0:20,36.3,40,RA,0.82,,6.7,32.2,7,32.06
SP02,Spring,2002,93,5,3,351,44.42513,-67.13368,44.42443,-67.1514,2002-06-07T11:19:00Z,0:20,54.4,59,RA,0.75,,6.9,32.79,7.5,32.35
SP02,Spring,2002,94,5,3,350,44.42567,-67.14892,44.41803,-67.16193,2002-06-07T12:38:00Z,0:18,59.4,58.1,RA,0.79,,6.9,32.82,7.3,32.36
FL02,Fall,2002,2,1,2,494,42.91263,-70.6723,42.89887,-70.68953,2002-10-14T10:36:00Z,0:20,29.5,28,R,1.12,,10.9,32.6,13.7,32.32
FL02,Fall,2002,3,1,2,445,42.94283,-70.68137,42.9512,-70.6793,2002-10-14T14:03:00Z,0:13,22,23,NA,0.53,,11.3,32.54,13.5,32.32
FL02,Fall,2002,4,1,1,432,42.98203,-70.65143,42.99233,-70.64343,2002-10-14T15:00:00Z,0:20,13.3,11.1,R,0.73,,13.1,32.22,13.3,32.3
FL02,Fall,2002,5,1,3,501,42.91822,-70.50203,42.90483,-70.49208,2002-10-15T08:03:00Z,0:21,54.8,60,R,0.95,,7,32.84,14.2,32.37
FL02,Fall,2002,6,1,3,424,42.9966,-70.48913,42.98367,-70.50275,2002-10-15T09:50:00Z,0:20,49,48,R,0.98,,9.4,32.97,14,32.36
FL02,Fall,2002,7,1,3,382,43.0552,-70.4362,43.04267,-70.44977,2002-10-15T11:43:00Z,0:20,49.4,50.5,R,0.97,,9.2,32.99,13.8,32.37
FL02,Fall,2002,8,1,3,355,43.09167,-70.39557,43.08085,-70.40548,2002-10-15T13:20:00Z,0:21,49.3,49,R,0.79,,9.2,33,14.1,32.35
FL02,Fall,2002,10,1,2,290,43.17815,-70.43558,43.16582,-70.43788,2002-10-17T12:32:00Z,0:20,36.5,35.5,R,0.77,,10.2,32.81,13.6,32.37
FL02,Fall,2002,12,1,1,1,43.54827,-70.28533,43.53885,-70.29723,2002-10-18T10:34:00Z,0:20,8.5,9,R,0.8,,12.4,31.94,12.5,32.04
FL02,Fall,2002,15,1,1,15,43.5208,-70.2486,43.52505,-70.23565,2002-10-18T16:28:00Z,0:21,18.5,19.6,R,0.65,,12.1,32.65,12.8,31.96
FL02,Fall,2002,16,2,1,150,43.75087,-70.084,43.76252,-70.08403,2002-10-21T07:51:00Z,0:18,14.5,9.3,R,0.72,,12.2,31.88,11.6,31.89
FL02,Fall,2002,17,2,1,324,43.66608,-70.14837,43.6764,-70.1393,2002-10-21T10:21:00Z,0:20,14.5,14.7,R,0.76,,11.7,32.88,10.9,32.17
FL02,Fall,2002,18,2,1,362,43.65125,-70.09583,43.65962,-70.08735,2002-10-21T14:00:00Z,0:18,21.3,19.2,R,0.64,,12.2,32.6,12.2,32.25
FL02,Fall,2002,20,2,3,511,43.56713,-69.83483,43.57563,-69.81452,2002-10-22T08:24:00Z,0:20,58.5,59.5,R,1.02,,9.2,33.44,11.6,32.34
FL02,Fall,2002,22,2,1,297,43.68597,-69.90458,43.68898,-69.88457,2002-10-22T11:38:00Z,0:20,19.1,15.5,R,0.9,,12.2,32.21,11.5,32.37
FL02,Fall,2002,23,2,2,331,43.6567,-69.97475,43.66628,-69.96935,2002-10-22T13:48:00Z,0:17,31.2,26.5,RA,0.64,,11.7,32.85,11.9,32.45
FL02,Fall,2002,24,2,3,533,43.54177,-69.69105,43.54925,-69.70523,2002-10-23T08:57:00Z,0:20,65.6,64.6,NA,0.78,,12.6,33,11.3,21.66
FL02,Fall,2002,25,2,3,441,43.63,-69.70035,43.6191,-69.71283,2002-10-23T10:39:00Z,0:19,47.8,54.5,R,0.89,,10,33.34,11.5,32.24
FL02,Fall,2002,27,2,2,377,43.66698,-69.7466,43.65183,-69.75228,2002-10-23T13:52:00Z,0:20,28.9,34.4,R,0.94,,10.5,33.21,11.4,31.14
FL02,Fall,2002,29,2,3,199,43.73375,-69.50647,43.74833,-69.5028,2002-10-24T08:15:00Z,0:20,59,60.8,R,0.92,,9.9,33.44,11.3,32.93
FL02,Fall,2002,30,2,3,139,43.77578,-69.47787,43.76203,-69.48887,2002-10-25T07:38:00Z,0:20,44.9,49.4,R,0.98,,10.4,33.37,11.3,32.89
FL02,Fall,2002,32,2,2,59,43.83643,-69.40857,43.84987,-69.4055,2002-10-25T11:23:00Z,0:18,30.7,32.5,R,0.86,,11.4,32.91,11.4,32.84
FL02,Fall,2002,33,3,3,592,43.74457,-69.15273,43.75445,-69.1434,2002-10-28T09:14:00Z,0:20,54,54,R,0.74,,11.5,33.11,11.3,33.01
FL02,Fall,2002,36,3,2,115,44.15262,-69.02098,44.14347,-69.03177,2002-10-29T08:51:00Z,0:15,24.7,21.7,R,0.78,,11.5,32.74,11,31.94
FL02,Fall,2002,37,3,2,127,44.14833,-68.95862,44.12963,-68.96925,2002-10-29T10:19:00Z,0:19,34.7,38.9,R,1.27,,11.5,32.63,11.1,31.87
FL02,Fall,2002,38,3,2,81,44.18683,-68.90237,44.19803,-68.89067,2002-10-29T12:28:00Z,0:20,25,24,R,0.86,,11.4,32.74,11.3,31.97
FL02,Fall,2002,39,3,3,147,44.08193,-69.0054,44.09603,-69.00268,2002-10-29T14:35:00Z,0:20,51.5,45,R,0.91,,11.4,32.72,11.1,32.04
FL02,Fall,2002,41,3,1,3,44.3285,-68.85253,44.31995,-68.86513,2002-10-30T08:57:00Z,0:20,15.7,14.9,R,0.79,,11.5,32.67,11.1,31.6
FL02,Fall,2002,42,3,1,36,44.26233,-68.79,44.25178,-68.78203,2002-10-30T10:24:00Z,0:20,19.7,14.5,R,0.78,,11.2,32.57,11.2,32.32
FL02,Fall,2002,44,3,3,994,43.61252,-68.93938,43.60493,-68.94415,2002-10-31T08:31:00Z,0:13,72.5,75,R,0.6,,10.9,33.63,11,33.32
FL02,Fall,2002,45,3,3,563,43.77167,-68.72385,43.7624,-68.71833,2002-10-31T13:07:00Z,0:20,57.2,59,RA,0.65,,10.9,33.63,11,33.29
FL02,Fall,2002,46,3,3,539,43.78512,-68.70483,43.79343,-68.69793,2002-10-31T14:24:00Z,0:15,58,53,RA,0.61,,10.8,33.74,10.9,33.27
FL02,Fall,2002,47,3,3,416,43.87283,-68.59247,43.86482,-68.60598,2002-11-01T08:27:00Z,0:20,56.5,57.5,R,0.81,,10.9,33.4,10.7,33.2
FL02,Fall,2002,50,4,3,570,43.93187,-68.5537,43.94437,-68.5562,2002-11-04T07:53:00Z,0:20,51,50,R,0.82,,10.8,33.6,10.4,33.26
FL02,Fall,2002,53,4,3,562,43.95763,-68.40837,43.96512,-68.39595,2002-11-05T09:39:00Z,0:20,54.1,50.6,RA,0.75,,10.6,33.65,10.5,33.34
FL02,Fall,2002,54,4,3,476,44.01908,-68.3472,44.01137,-68.36163,2002-11-05T11:19:00Z,0:20,48,50.2,R,0.81,,10.6,33.43,10.3,33.29
FL02,Fall,2002,55,4,3,506,44.0001,-68.205,44.00093,-68.22202,2002-11-05T13:10:00Z,0:20,60,52,R,0.78,,10.5,33.65,10.4,33.3
FL02,Fall,2002,56,4,3,432,44.05087,-68.25907,44.03893,-68.25907,2002-11-05T15:25:00Z,0:20,49,51,RA,0.78,,10.6,33.51,10.3,33.28
FL02,Fall,2002,57,4,1,32,44.36238,-68.47905,44.36863,-68.47053,2002-11-08T07:52:00Z,0:20,21.5,14,R,0.55,,8.5,31.84,7.9,32.01
FL02,Fall,2002,58,4,2,119,44.24968,-68.43225,44.26103,-68.43987,2002-11-08T10:08:00Z,0:20,27,30,R,0.79,,9.2,32.89,9.2,32.78
FL02,Fall,2002,60,4,1,8,44.44333,-68.16357,44.43398,-68.1533,2002-11-09T07:21:00Z,0:20,19.5,18.1,R,0.73,,8.9,32.87,8.8,24.87
FL02,Fall,2002,61,4,2,91,44.2841,-68.20385,44.27675,-68.19107,2002-11-09T13:17:00Z,0:20,22.6,28.4,NA,0.75,,9.7,33.17,9.7,33.11
FL02,Fall,2002,65,5,2,514,44.33355,-67.77865,44.33978,-67.76458,2002-11-12T14:07:00Z,0:20,35,36,RA,0.74,,9.3,33.07,9.7,33.19
FL02,Fall,2002,66,5,1,261,44.4706,-67.80005,44.4637,-67.79537,2002-11-13T09:18:00Z,0:15,14.3,17.4,NA,0.5,,9.6,32.91,8.3,32.64
FL02,Fall,2002,68,5,3,613,44.25317,-67.75667,44.2421,-67.7708,2002-11-14T11:25:00Z,0:21,56.5,61,R,0.94,,8.8,33.01,10,33.36
FL02,Fall,2002,70,5,3,569,44.2972,-67.60413,44.2902,-67.6182,2002-11-14T15:06:00Z,0:20,46,50.5,RA,0.79,,10,33.32,10,33.31
FL02,Fall,2002,71,5,3,496,44.3476,-67.64103,44.33963,-67.65357,2002-11-15T07:40:00Z,0:20,39.5,39.1,R,0.78,,10,33.29,10,33.28
FL02,Fall,2002,72,5,3,374,44.42492,-67.44987,44.41357,-67.4589,2002-11-15T10:39:00Z,0:21,41.5,45.6,RA,0.81,,10,33.33,10,33.21
