Season,Year,Tow_Number,Region,Stratum,Common_name,Length,Unit_of_Length,Weight_in_grams,Sex,Maturity_stage
Spring,2003,23,2,4,Plaice American (Dab),26,CM,131,Female,D
Spring,2003,23,2,4,Plaice American (Dab),27,CM,126,Female,D
Spring,2003,23,2,4,Plaice American (Dab),26,CM,130,Female,D
Spring,2003,23,2,4,Plaice American (Dab),33,CM,239,Male,R
Spring,2003,23,2,4,Plaice American (Dab),26,CM,130,Female,D
Spring,2003,23,2,4,Plaice American (Dab),37,CM,391,Female,D
Spring,2003,23,2,4,Plaice American (Dab),40,CM,521,Female,D
Spring,2003,23,2,4,Plaice American (Dab),30,CM,198,Female,D
Spring,2003,23,2,4,Plaice American (Dab),30,CM,170,Female,S
Spring,2003,23,2,4,Plaice American (Dab),34,CM,321,Female,D
Spring,2003,23,2,4,Plaice American (Dab),26,CM,126,Female,D
Spring,2003,23,2,4,Plaice American (Dab),18,CM,36,Female,I
Spring,2003,23,2,4,Plaice American (Dab),27,CM,162,Male,R
Spring,2003,23,2,4,Plaice American (Dab),21,CM,55,Male,R
Spring,2003,23,2,4,Plaice American (Dab),33,CM,277,Female,D
Spring,2003,23,2,4,Plaice American (Dab),37,CM,381,Female,D
Spring,2003,23,2,4,Plaice American (Dab),27,CM,115,Female,S
Spring,2003,23,2,4,Plaice American (Dab),30,CM,236,Male,R
Spring,2003,22,2,4,Flounder Winter,39,CM,708,Female,D
Spring,2003,22,2,4,Flounder Winter,28,CM,286,Female,I
Spring,2003,22,2,4,Flounder Yellowtail,23,CM,92,Male,R
Spring,2003,22,2,4,Flounder Yellowtail,31,CM,230,Male,R
Spring,2003,22,2,4,Flounder Yellowtail,24,CM,94,Male,R
Spring,2003,22,2,4,Flounder Yellowtail,35,CM,370,Male,R
Spring,2003,22,2,4,Flounder Yellowtail,32,CM,235,Male,R
Spring,2003,20,1,1,Flounder Winter,15,CM,36,Female,I
Spring,2003,20,1,1,Flounder Winter,21,CM,106,Male,I
Spring,2003,20,1,1,Flounder Winter,16,CM,47,Male,I
Spring,2003,20,1,1,Flounder Winter,20,CM,95,Female,I
Spring,2003,20,1,1,Flounder Winter,13,CM,22,Male,I
Spring,2003,20,1,1,Flounder Winter,29,CM,318,Female,T
Spring,2003,20,1,1,Flounder Winter,20,CM,77,Female,T
Spring,2003,20,1,1,Flounder Winter,20,CM,75,Female,I
Spring,2003,20,1,1,Flounder Winter,17,CM,58,Female,I
Spring,2003,20,1,1,Flounder Winter,14,CM,29,Male,I
Spring,2003,20,1,1,Flounder Winter,15,CM,41,Female,I
Spring,2003,20,1,1,Flounder Winter,19,CM,65,Male,T
Spring,2003,20,1,1,Flounder Winter,14,CM,26,Male,I
Spring,2003,20,1,1,Flounder Winter,14,CM,30,Male,I
Spring,2003,20,1,1,Flounder Winter,22,CM,122,Female,S
Spring,2003,20,1,1,Flounder Winter,13,CM,30,Female,I
Spring,2003,20,1,1,Flounder Winter,18,CM,65,Female,I
Spring,2003,20,1,1,Flounder Winter,12,CM,18,Male,I
Spring,2003,20,1,1,Flounder Winter,15,CM,33,Female,I
Spring,2003,20,1,1,Flounder Winter,18,CM,55,Female,I
Spring,2003,20,1,1,Flounder Winter,16,CM,46,Female,I
Spring,2003,20,1,1,Flounder Winter,11,CM,10,Male,I
Spring,2003,20,1,1,Flounder Winter,16,CM,47,Female,I
Spring,2003,20,1,1,Flounder Winter,14,CM,35,Female,I
Spring,2003,20,1,1,Flounder Winter,10,CM,13,Male,I
Spring,2003,19,1,1,Flounder Winter,15,CM,39,Female,I
Spring,2003,19,1,1,Flounder Winter,10,CM,17,Male,I
Spring,2003,19,1,1,Flounder Winter,15,CM,39,Female,I
Spring,2003,19,1,1,Flounder Winter,23,CM,143,Female,T
Spring,2003,19,1,1,Flounder Winter,24,CM,180,Female,T
Spring,2003,19,1,1,Flounder Winter,15,CM,42,Female,I
Spring,2003,19,1,1,Flounder Winter,12,CM,25,Male,I
Spring,2003,19,1,1,Flounder Winter,14,CM,30,Female,I
Spring,2003,19,1,1,Flounder Winter,24,CM,155,Female,I
Spring,2003,19,1,1,Flounder Winter,9,CM,10,Female,I
Spring,2003,19,1,1,Flounder Winter,12,CM,17,Female,I
Spring,2003,19,1,1,Flounder Winter,17,CM,53,Female,I
Spring,2003,19,1,1,Flounder Winter,20,CM,90,Male,I
Spring,2003,19,1,1,Flounder Winter,15,CM,40,Male,I
Spring,2003,19,1,1,Flounder Winter,19,CM,64,Male,I
Spring,2003,19,1,1,Flounder Winter,22,CM,144,Female,T
Spring,2003,19,1,1,Flounder Winter,23,CM,162,Female,T
Spring,2003,19,1,1,Flounder Winter,20,CM,102,Female,T
Spring,2003,19,1,1,Flounder Winter,10,CM,13,Female,I
Spring,2003,19,1,1,Flounder Winter,19,CM,79,Female,I
Spring,2003,19,1,1,Flounder Winter,23,CM,138,Male,I
Spring,2003,19,1,1,Flounder Winter,32,CM,340,Female,T
Spring,2003,19,1,1,Flounder Winter,22,CM,150,Male,I
Spring,2003,19,1,1,Flounder Winter,18,CM,59,Male,I
Spring,2003,19,1,1,Flounder Winter,25,CM,210,Female,T
Spring,2003,19,1,1,Flounder Winter,18,CM,64,Female,I
Spring,2003,17,1,3,Flounder Winter,30,CM,417,Female,D
Spring,2003,17,1,3,Flounder Winter,23,CM,181,Female,D
Spring,2003,17,1,3,Flounder Winter,28,CM,285,Female,T
Spring,2003,17,1,3,Flounder Winter,26,CM,248,Female,D
Spring,2003,17,1,3,Flounder Winter,18,CM,66,Female,I
Spring,2003,17,1,3,Flounder Winter,20,CM,86,Female,I
Spring,2003,17,1,3,Flounder Winter,14,CM,32,Male,I
Spring,2003,17,1,3,Flounder Winter,19,CM,83,Female,I
Spring,2003,17,1,3,Flounder Yellowtail,35,CM,358,Female,D
Spring,2003,17,1,3,Flounder Yellowtail,28,CM,171,Male,R
Spring,2003,17,1,3,Flounder Yellowtail,31,CM,238,Male,R
Spring,2003,17,1,3,Flounder Yellowtail,34,CM,318,Female,D
Spring,2003,17,1,3,Haddock,41,CM,730,Male,D
Spring,2003,17,1,3,Haddock,43,CM,780,Male,D
Spring,2003,17,1,3,Haddock,44,CM,780,Male,R
Spring,2003,17,1,3,Haddock,32,CM,490,Male,D
Spring,2003,17,1,3,Haddock,43,CM,730,Male,U
Spring,2003,17,1,3,Haddock,48,CM,1160,Male,D
Spring,2003,17,1,3,Haddock,42,CM,680,Male,T
Spring,2003,17,1,3,Haddock,41,CM,620,Male,U
Spring,2003,17,1,3,Haddock,46,CM,1080,Female,R
Spring,2003,17,1,3,Haddock,38,CM,480,Female,R
Spring,2003,17,1,3,Haddock,38,CM,540,Male,S
Spring,2003,17,1,3,Haddock,41,CM,660,Female,R
Spring,2003,17,1,3,Haddock,43,CM,850,Male,S
Spring,2003,17,1,3,Haddock,47,CM,940,Male,S
Spring,2003,17,1,3,Haddock,41,CM,620,Male,D
Spring,2003,17,1,3,Haddock,52,CM,1308,Male,T
Spring,2003,17,1,3,Haddock,45,CM,1010,Male,S
Spring,2003,17,1,3,Haddock,44,CM,810,Male,T
Spring,2003,17,1,3,Haddock,25,CM,140,Male,T
Spring,2003,17,1,3,Haddock,42,CM,720,Male,R
Spring,2003,17,1,3,Haddock,53,CM,1680,Female,R
Spring,2003,17,1,3,Haddock,47,CM,1040,Male,S
Spring,2003,17,1,3,Haddock,27,CM,200,Female,R
Spring,2003,17,1,3,Haddock,41,CM,620,Male,S
Spring,2003,17,1,3,Haddock,42,CM,780,Male,S
Spring,2003,17,1,3,Haddock,42,CM,680,Male,U
Spring,2003,17,1,3,Haddock,41,CM,600,Male,U
Spring,2003,17,1,3,Cod Atlantic,50,CM,1300,Male,S
Spring,2003,17,1,3,Cod Atlantic,31,CM,260,Male,S
Spring,2003,17,1,3,Cod Atlantic,33,CM,320,Male,S
Spring,2003,17,1,3,Cod Atlantic,79,CM,3600,Male,S
Spring,2003,15,1,3,Flounder Winter,30,CM,274,Female,T
Spring,2003,15,1,3,Flounder Winter,23,CM,129,Female,I
Spring,2003,15,1,3,Flounder Winter,19,CM,96,Male,I
Spring,2003,15,1,3,Flounder Winter,26,CM,202,Female,T
Spring,2003,15,1,3,Flounder Winter,20,CM,86,Female,T
Spring,2003,15,1,3,Flounder Winter,30,CM,320,Female,D
Spring,2003,15,1,3,Haddock,41,CM,660,Male,R
Spring,2003,15,1,3,Haddock,36,CM,430,Male,R
Spring,2003,15,1,3,Haddock,42,CM,600,Female,T
Spring,2003,15,1,3,Haddock,51,CM,1120,Male,D
Spring,2003,15,1,3,Haddock,40,CM,556,Male,R
Spring,2003,15,1,3,Haddock,43,CM,780,Female,R
Spring,2003,15,1,3,Haddock,36,CM,860,Male,R
Spring,2003,15,1,3,Haddock,26,CM,167,Male,T
Spring,2003,15,1,3,Haddock,45,CM,840,Male,R
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),21,CM,57,Female,I
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),31,CM,179,Male,S
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),30,CM,44,Female,I
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),32,CM,202,Male,R
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),26,CM,84,Male,S
Spring,2003,13,1,4,Flounder Atlantic Witch (Gray Sole),30,CM,175,Female,I
Spring,2003,13,1,4,Plaice American (Dab),26,CM,145,Female,D
Spring,2003,13,1,4,Plaice American (Dab),17,CM,31,Female,I
Spring,2003,13,1,4,Plaice American (Dab),16,CM,33,Female,I
Spring,2003,13,1,4,Plaice American (Dab),44,CM,780,Female,D
Spring,2003,13,1,4,Plaice American (Dab),25,CM,124,Female,D
Spring,2003,13,1,4,Plaice American (Dab),16,CM,25,Female,I
Spring,2003,13,1,4,Plaice American (Dab),21,CM,64,Male,R
Spring,2003,13,1,4,Plaice American (Dab),24,CM,98,Female,D
Spring,2003,13,1,4,Plaice American (Dab),17,CM,35,Female,I
Spring,2003,13,1,4,Plaice American (Dab),16,CM,28,Male,T
Spring,2003,13,1,4,Plaice American (Dab),16,CM,30,Female,I
Spring,2003,13,1,4,Plaice American (Dab),27,CM,124,Female,D
Spring,2003,13,1,4,Plaice American (Dab),17,CM,33,Female,I
Spring,2003,13,1,4,Plaice American (Dab),8,CM,4,Male,I
Spring,2003,13,1,4,Plaice American (Dab),15,CM,25,Female,I
Spring,2003,13,1,4,Plaice American (Dab),25,CM,104,Female,I
Spring,2003,13,1,4,Plaice American (Dab),15,CM,22,Female,I
Spring,2003,13,1,4,Plaice American (Dab),17,CM,29,Female,I
Spring,2003,13,1,4,Plaice American (Dab),31,CM,208,Female,S
Spring,2003,13,1,4,Plaice American (Dab),25,CM,121,Female,D
Spring,2003,13,1,4,Plaice American (Dab),18,CM,44,Male,R
Spring,2003,13,1,4,Plaice American (Dab),23,CM,94,Female,D
Spring,2003,13,1,4,Plaice American (Dab),25,CM,108,Female,T
Spring,2003,13,1,4,Plaice American (Dab),26,CM,129,Female,D
Spring,2003,13,1,4,Plaice American (Dab),22,CM,74,Female,D
Spring,2003,13,1,4,Plaice American (Dab),24,CM,125,Female,I
Spring,2003,13,1,4,Plaice American (Dab),39,CM,475,Female,D
Spring,2003,13,1,4,Plaice American (Dab),25,CM,106,Female,I
Spring,2003,13,1,4,Plaice American (Dab),33,CM,318,Female,D
Spring,2003,13,1,4,Plaice American (Dab),30,CM,167,Female,D
Spring,2003,11,1,4,Flounder Winter,39,CM,846,Female,D
Spring,2003,11,1,4,Flounder Winter,31,CM,425,Female,D
Spring,2003,11,1,4,Flounder Yellowtail,34,CM,287,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,33,CM,305,Female,D
Spring,2003,11,1,4,Flounder Yellowtail,30,CM,248,Female,R
Spring,2003,11,1,4,Flounder Yellowtail,31,CM,244,Male,T
Spring,2003,11,1,4,Flounder Yellowtail,30,CM,207,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,33,CM,259,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,31,CM,230,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,34,CM,327,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,32,CM,239,Male,R
Spring,2003,11,1,4,Flounder Yellowtail,32,CM,283,Male,R
Spring,2003,11,1,4,Plaice American (Dab),25,CM,112,Male,S
Spring,2003,11,1,4,Plaice American (Dab),26,CM,140,Female,D
Spring,2003,11,1,4,Plaice American (Dab),27,CM,154,Female,D
Spring,2003,11,1,4,Plaice American (Dab),27,CM,150,Female,D
Spring,2003,11,1,4,Plaice American (Dab),26,CM,130,Female,D
Spring,2003,11,1,4,Plaice American (Dab),36,CM,322,Male,I
Spring,2003,11,1,4,Plaice American (Dab),33,CM,285,Female,R
Spring,2003,11,1,4,Plaice American (Dab),26,CM,110,Female,S
Spring,2003,11,1,4,Plaice American (Dab),25,CM,150,Male,S
Spring,2003,11,1,4,Plaice American (Dab),42,CM,647,Female,T
Spring,2003,11,1,4,Plaice American (Dab),30,CM,220,Female,D
Spring,2003,11,1,4,Plaice American (Dab),33,CM,268,Female,D
Spring,2003,11,1,4,Plaice American (Dab),33,CM,297,Male,S
Spring,2003,11,1,4,Plaice American (Dab),22,CM,85,Female,I
Spring,2003,11,1,4,Plaice American (Dab),26,CM,150,Female,D
Spring,2003,11,1,4,Plaice American (Dab),29,CM,195,Female,D
Spring,2003,11,1,4,Plaice American (Dab),27,CM,165,Female,D
Spring,2003,11,1,4,Plaice American (Dab),31,CM,250,Female,D
Spring,2003,11,1,4,Plaice American (Dab),18,CM,54,Male,R
Spring,2003,11,1,4,Plaice American (Dab),42,CM,707,Female,R
Spring,2003,11,1,4,Plaice American (Dab),31,CM,240,Female,D
Spring,2003,11,1,4,Plaice American (Dab),27,CM,160,Male,R
Spring,2003,11,1,4,Plaice American (Dab),25,CM,110,Female,I
Spring,2003,11,1,4,Plaice American (Dab),28,CM,165,Female,D
Spring,2003,11,1,4,Plaice American (Dab),40,CM,712,Female,R
Spring,2003,11,1,4,Plaice American (Dab),39,CM,400,Female,D
Spring,2003,11,1,4,Plaice American (Dab),26,CM,123,Female,D
Spring,2003,11,1,4,Haddock,40,CM,660,Male,S
Spring,2003,9,1,2,Flounder Winter,22,CM,104,Female,I
Spring,2003,9,1,2,Flounder Winter,31,CM,299,Female,S
Spring,2003,9,1,2,Flounder Winter,24,CM,137,Female,S
Spring,2003,9,1,2,Flounder Winter,21,CM,94,Male,I
Spring,2003,9,1,2,Flounder Winter,23,CM,128,Female,I
Spring,2003,9,1,2,Flounder Winter,20,CM,90,Male,I
Spring,2003,9,1,2,Flounder Winter,33,CM,377,Female,D
Spring,2003,9,1,2,Flounder Winter,23,CM,116,Female,I
Spring,2003,9,1,2,Flounder Winter,24,CM,182,Female,I
Spring,2003,9,1,2,Flounder Winter,20,CM,91,Female,I
Spring,2003,9,1,2,Flounder Winter,34,CM,444,Female,S
Spring,2003,9,1,2,Flounder Winter,32,CM,344,Female,S
Spring,2003,9,1,2,Flounder Winter,21,CM,103,Male,I
Spring,2003,9,1,2,Flounder Yellowtail,29,CM,205,Male,D
Spring,2003,9,1,2,Flounder Yellowtail,32,CM,233,Male,D
Spring,2003,9,1,2,Flounder Yellowtail,31,CM,256,Male,R
Spring,2003,9,1,2,Flounder Yellowtail,35,CM,400,Female,T
Spring,2003,9,1,2,Flounder Yellowtail,37,CM,432,Female,T
Spring,2003,9,1,2,Flounder Yellowtail,23,CM,93,Male,S
Spring,2003,9,1,2,Flounder Yellowtail,34,CM,309,Male,D
Spring,2003,9,1,2,Flounder Yellowtail,29,CM,198,Female,T
Spring,2003,9,1,2,Flounder Yellowtail,32,CM,268,Male,D
Spring,2003,9,1,2,Flounder Yellowtail,34,CM,362,Male,R
Spring,2003,9,1,2,Flounder Yellowtail,30,CM,216,Male,R
Spring,2003,9,1,2,Flounder Yellowtail,29,CM,208,Male,D
Spring,2003,9,1,2,Flounder Yellowtail,34,CM,341,Female,T
Spring,2003,9,1,2,Flounder Yellowtail,29,CM,189,Male,D
Spring,2003,8,1,3,Flounder Winter,26,CM,178,Female,I
Spring,2003,8,1,3,Flounder Winter,27,CM,230,Male,T
Spring,2003,8,1,3,Flounder Winter,18,CM,55,Female,I
Spring,2003,8,1,3,Flounder Winter,32,CM,388,Female,D
Spring,2003,8,1,3,Flounder Winter,32,CM,350,Female,D
Spring,2003,8,1,3,Flounder Winter,31,CM,399,Female,D
Spring,2003,8,1,3,Flounder Winter,27,CM,205,Female,T
Spring,2003,8,1,3,Flounder Winter,33,CM,431,Female,D
Spring,2003,8,1,3,Flounder Winter,24,CM,165,Female,T
Spring,2003,8,1,3,Haddock,39,CM,610,Male,D
Spring,2003,8,1,3,Haddock,48,CM,1440,Female,D
Spring,2003,6,1,4,Redfish Acadian Ocean Perch,26,CM,261,Male,D
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),31,CM,179,Male,S
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),39,CM,393,Male,S
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),34,CM,215,Male,S
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),30,CM,163,Female,I
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),29,CM,127,Male,S
Spring,2003,6,1,4,Flounder Atlantic Witch (Gray Sole),35,CM,256,Female,T
Spring,2003,6,1,4,Hake Atlantic Red,28,CM,137,Female,D
Spring,2003,6,1,4,Hake Atlantic Red,33,CM,189,Female,D
Spring,2003,6,1,4,Hake Atlantic Red,32,CM,175,Male,D
Spring,2003,6,1,4,Hake Atlantic Red,31,CM,163,Male,D
Spring,2003,6,1,4,Hake Atlantic Red,38,CM,365,Female,D
Spring,2003,6,1,4,Hake Atlantic Red,26,CM,88,Male,D
Spring,2003,6,1,4,Hake Atlantic Red,37,CM,318,Female,D
Spring,2003,6,1,4,Hake Atlantic Red,32,CM,225,Male,D
Spring,2003,6,1,4,Hake Atlantic Red,40,CM,378,Female,T
Spring,2003,6,1,4,Hake Atlantic Red,36,CM,270,Female,T
Spring,2003,6,1,4,Hake Atlantic Red,34,CM,223,Female,T
Spring,2003,6,1,4,Hake Atlantic Red,29,CM,136,Male,D
Spring,2003,6,1,4,Hake Atlantic Red,31,CM,181,Female,D
Spring,2003,6,1,4,Hake Atlantic Red,33,CM,238,Female,T
Spring,2003,6,1,4,Hake Silver (Whiting),31,CM,232,Female,D
Spring,2003,6,1,4,Hake Silver (Whiting),25,CM,103,Male,T
Spring,2003,6,1,4,Hake Silver (Whiting),24,CM,104,Male,T
Spring,2003,4,1,3,Flounder Winter,22,CM,119,Female,I
Spring,2003,4,1,3,Flounder Winter,30,CM,356,Female,D
Spring,2003,4,1,3,Flounder Winter,36,CM,639,Female,D
Spring,2003,4,1,3,Flounder Winter,31,CM,379,Female,D
Spring,2003,4,1,3,Flounder Winter,29,CM,304,Female,D
Spring,2003,4,1,3,Flounder Winter,20,CM,102,Male,I
Spring,2003,4,1,3,Flounder Winter,32,CM,490,Female,D
Spring,2003,4,1,3,Flounder Winter,28,CM,262,Female,T
Spring,2003,4,1,3,Flounder Winter,22,CM,128,Female,I
Spring,2003,4,1,3,Flounder Winter,24,CM,161,Female,T
Spring,2003,4,1,3,Flounder Winter,21,CM,94,Female,T
Spring,2003,4,1,3,Flounder Winter,34,CM,430,Female,D
Spring,2003,4,1,3,Flounder Winter,21,CM,171,Female,I
Spring,2003,4,1,3,Flounder Winter,29,CM,305,Female,D
Spring,2003,4,1,3,Flounder Winter,22,CM,163,Female,T
Spring,2003,4,1,3,Flounder Winter,27,CM,243,Female,T
Spring,2003,4,1,3,Plaice American (Dab),24,CM,85,Male,R
Spring,2003,4,1,3,Plaice American (Dab),30,CM,45,Male,S
Spring,2003,4,1,3,Plaice American (Dab),24,CM,100,Male,R
Spring,2003,4,1,3,Plaice American (Dab),32,CM,245,Female,R
Spring,2003,4,1,3,Plaice American (Dab),27,CM,153,Male,T
Spring,2003,4,1,3,Plaice American (Dab),25,CM,110,Female,S
Spring,2003,4,1,3,Plaice American (Dab),27,CM,146,Female,R
Spring,2003,4,1,3,Plaice American (Dab),26,CM,109,Male,R
Spring,2003,4,1,3,Plaice American (Dab),22,CM,65,Male,S
Spring,2003,4,1,3,Plaice American (Dab),21,CM,70,Male,U
Spring,2003,4,1,3,Plaice American (Dab),22,CM,62,Female,T
Spring,2003,4,1,3,Plaice American (Dab),21,CM,68,Male,S
Spring,2003,4,1,3,Plaice American (Dab),36,CM,331,Female,D
Spring,2003,4,1,3,Plaice American (Dab),20,CM,48,Male,T
Spring,2003,4,1,3,Plaice American (Dab),22,CM,75,Male,S
Spring,2003,4,1,3,Plaice American (Dab),8,CM,4,Female,I
Spring,2003,4,1,3,Plaice American (Dab),32,CM,236,Female,S
Spring,2003,4,1,3,Plaice American (Dab),24,CM,81,Male,S
Spring,2003,4,1,3,Plaice American (Dab),16,CM,25,Male,T
Spring,2003,4,1,3,Plaice American (Dab),31,CM,241,Female,R
Spring,2003,4,1,3,Plaice American (Dab),28,CM,160,Female,T
Spring,2003,4,1,3,Plaice American (Dab),30,CM,187,Male,S
Spring,2003,4,1,3,Plaice American (Dab),28,CM,184,Female,R
Spring,2003,4,1,3,Plaice American (Dab),24,CM,82,Female,T
Spring,2003,4,1,3,Plaice American (Dab),16,CM,23,Male,S
Spring,2003,2,1,2,Flounder Yellowtail,32,CM,264,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,31,CM,242,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,37,CM,466,Female,D
Spring,2003,2,1,2,Flounder Yellowtail,32,CM,245,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,34,CM,294,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,35,CM,305,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,31,CM,275,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,20,CM,59,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,33,CM,273,Male,S
Spring,2003,2,1,2,Flounder Yellowtail,30,CM,197,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,29,CM,178,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,34,CM,349,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,33,CM,301,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,30,CM,198,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,34,CM,275,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,30,CM,230,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,33,CM,270,Male,R
Spring,2003,2,1,2,Flounder Yellowtail,32,CM,250,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,32,CM,266,Male,D
Spring,2003,2,1,2,Flounder Yellowtail,34,CM,384,Female,D
Spring,2003,2,1,2,Cod Atlantic,63,CM,2400,Male,S
Spring,2003,2,1,2,Cod Atlantic,57,CM,1600,Male,S
Spring,2002,94,5,3,Plaice American (Dab),29,CM,171,Male,D
Spring,2002,94,5,3,Plaice American (Dab),26,CM,120,Male,R
Spring,2002,94,5,3,Plaice American (Dab),39,CM,526,Female,D
Spring,2002,94,5,3,Plaice American (Dab),19,CM,48,Male,D
Spring,2002,94,5,3,Plaice American (Dab),20,CM,61,Female,I
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),32,CM,156,Male,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),36,CM,246,Female,I
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),33,CM,242,Female,I
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),29,CM,133,Male,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),35,CM,242,Female,I
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),28,CM,168,Female,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),32,CM,210,Male,D
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),36,CM,326,Female,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),35,CM,246,Female,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),30,CM,173,Male,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),31,CM,173,Male,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),32,CM,190,Male,T
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),33,CM,208,Male,S
Spring,2002,93,5,3,Flounder Atlantic Witch (Gray Sole),29,CM,148,Male,T
Spring,2002,93,5,3,Flounder Winter,31,CM,330,Female,D
Spring,2002,93,5,3,Flounder Winter,26,CM,202,Female,D
Spring,2002,93,5,3,Flounder Winter,29,CM,268,Female,T
Spring,2002,93,5,3,Flounder Winter,25,CM,186,Male,R
Spring,2002,93,5,3,Flounder Winter,31,CM,337,Female,T
Spring,2002,93,5,3,Flounder Winter,21,CM,115,Female,T
Spring,2002,93,5,3,Flounder Winter,30,CM,291,Female,D
Spring,2002,93,5,3,Flounder Winter,29,CM,276,Female,T
Spring,2002,93,5,3,Flounder Winter,30,CM,310,Female,T
Spring,2002,93,5,3,Flounder Winter,31,CM,362,Female,D
Spring,2002,93,5,3,Flounder Winter,32,CM,392,Female,D
Spring,2002,93,5,3,Flounder Winter,25,CM,196,Male,D
Spring,2002,93,5,3,Flounder Winter,26,CM,194,Female,T
Spring,2002,93,5,3,Flounder Winter,33,CM,446,Female,D
Spring,2002,93,5,3,Flounder Winter,22,CM,118,Female,T
Spring,2002,93,5,3,Flounder Winter,36,CM,602,Female,D
Spring,2002,93,5,3,Flounder Winter,24,CM,160,Female,D
Spring,2002,93,5,3,Flounder Winter,40,CM,798,Female,D
Spring,2002,93,5,3,Flounder Winter,28,CM,248,Female,D
Spring,2002,93,5,3,Flounder Winter,38,CM,724,Female,D
Spring,2002,93,5,3,Flounder Winter,27,CM,233,Female,T
Spring,2002,93,5,3,Flounder Winter,23,CM,142,Male,D
Spring,2002,93,5,3,Flounder Winter,33,CM,441,Male,R
Spring,2002,93,5,3,Flounder Winter,29,CM,288,Female,D
Spring,2002,93,5,3,Flounder Winter,28,CM,208,Female,T
Spring,2002,93,5,3,Plaice American (Dab),32,CM,999,Female,D
Spring,2002,91,5,3,Flounder Winter,27,CM,221,Female,D
Spring,2002,91,5,3,Flounder Winter,28,CM,230,Female,T
Spring,2002,91,5,3,Flounder Winter,33,CM,432,Male,U
Spring,2002,91,5,3,Flounder Winter,37,CM,240,Male,R
Spring,2002,91,5,3,Flounder Winter,36,CM,482,Female,D
Spring,2002,91,5,3,Flounder Winter,26,CM,215,Female,D
Spring,2002,91,5,3,Flounder Winter,40,CM,790,Female,D
Spring,2002,91,5,3,Flounder Winter,22,CM,120,Male,T
Spring,2002,91,5,3,Flounder Winter,25,CM,172,Female,T
Spring,2002,91,5,3,Flounder Winter,33,CM,382,Female,S
Spring,2002,91,5,3,Flounder Winter,36,CM,558,Female,D
Spring,2002,91,5,3,Flounder Winter,35,CM,442,Female,S
Spring,2002,91,5,3,Cod Atlantic,54,CM,1242,Male,T
Spring,2002,88,5,3,Flounder Winter,25,CM,168,Male,U
Spring,2002,88,5,3,Flounder Winter,40,CM,816,Female,S
Spring,2002,88,5,3,Flounder Winter,30,CM,302,Female,T
Spring,2002,88,5,3,Haddock,43,CM,999,Male,I
Spring,2002,87,5,3,Plaice American (Dab),35,CM,999,Female,D
Spring,2002,87,5,3,Cod Atlantic,53,CM,1420,Female,T
Spring,2002,84,5,3,Flounder Winter,31,CM,355,Male,U
Spring,2002,84,5,3,Flounder Winter,23,CM,126,Male,U
Spring,2002,84,5,3,Flounder Winter,26,CM,176,Male,R
